0	1.989e+30	5.972e+24	7.348e+22
10	1.989e+30	5.972e+24	7.348e+22
20	1.989e+30	5.972e+24	7.348e+22
30	1.989e+30	5.972e+24	7.348e+22
40	1.989e+30	5.972e+24	7.348e+22
50	1.989e+30	5.972e+24	7.348e+22
60	1.989e+30	5.972e+24	7.348e+22
70	1.989e+30	5.972e+24	7.348e+22
80	1.989e+30	5.972e+24	7.348e+22
90	1.989e+30	5.972e+24	7.348e+22
100	1.989e+30	5.972e+24	7.348e+22
110	1.989e+30	5.972e+24	7.348e+22
120	1.989e+30	5.972e+24	7.348e+22
130	1.989e+30	5.972e+24	7.348e+22
140	1.989e+30	5.972e+24	7.348e+22
150	1.989e+30	5.972e+24	7.348e+22
160	1.989e+30	5.972e+24	7.348e+22
170	1.989e+30	5.972e+24	7.348e+22
180	1.989e+30	5.972e+24	7.348e+22
190	1.989e+30	5.972e+24	7.348e+22
200	1.989e+30	5.972e+24	7.348e+22
210	1.989e+30	5.972e+24	7.348e+22
220	1.989e+30	5.972e+24	7.348e+22
230	1.989e+30	5.972e+24	7.348e+22
240	1.989e+30	5.972e+24	7.348e+22
250	1.989e+30	5.972e+24	7.348e+22
260	1.989e+30	5.972e+24	7.348e+22
270	1.989e+30	5.972e+24	7.348e+22
280	1.989e+30	5.972e+24	7.348e+22
290	1.989e+30	5.972e+24	7.348e+22
300	1.989e+30	5.972e+24	7.348e+22
310	1.989e+30	5.972e+24	7.348e+22
320	1.989e+30	5.972e+24	7.348e+22
330	1.989e+30	5.972e+24	7.348e+22
340	1.989e+30	5.972e+24	7.348e+22
350	1.989e+30	5.972e+24	7.348e+22
360	1.989e+30	5.972e+24	7.348e+22
370	1.989e+30	5.972e+24	7.348e+22
380	1.989e+30	5.972e+24	7.348e+22
390	1.989e+30	5.972e+24	7.348e+22
400	1.989e+30	5.972e+24	7.348e+22
410	1.989e+30	5.972e+24	7.348e+22
420	1.989e+30	5.972e+24	7.348e+22
430	1.989e+30	5.972e+24	7.348e+22
440	1.989e+30	5.972e+24	7.348e+22
450	1.989e+30	5.972e+24	7.348e+22
460	1.989e+30	5.972e+24	7.348e+22
470	1.989e+30	5.972e+24	7.348e+22
480	1.989e+30	5.972e+24	7.348e+22
