0	-50	6.049e-70	6.1566e-69
0	-49.2188	-3.54648e-67	7.01475e-67
0	-48.4375	-7.95282e-65	4.73116e-65
0	-47.6562	-1.00896e-62	-2.9643e-64
0	-46.875	-8.44613e-61	-5.72153e-61
0	-46.0938	-3.8023e-59	-8.7638e-59
0	-45.3125	1.29337e-57	-8.18715e-57
0	-44.5312	4.4073e-55	-4.9976e-55
0	-43.75	4.76714e-53	-1.38137e-53
0	-42.9688	3.28815e-51	9.59743e-52
0	-42.1875	1.44554e-49	1.64559e-49
0	-41.4062	2.00004e-48	1.28222e-47
0	-40.625	-2.84815e-46	6.5298e-46
0	-39.8438	-3.00387e-44	2.02635e-44
0	-39.0625	-1.70698e-42	4.68282e-44
0	-38.2812	-6.40069e-41	-3.82467e-41
0	-37.5	-1.35585e-39	-2.6948e-39
0	-36.7188	1.12762e-38	-1.12518e-37
0	-35.9375	2.42639e-36	-3.08846e-36
0	-35.1562	1.19207e-34	-4.20128e-35
0	-34.375	3.67184e-33	8.48868e-34
0	-33.5938	7.3043e-32	7.41958e-32
0	-32.8125	5.59569e-31	2.60572e-30
0	-32.0312	-2.19413e-29	5.92788e-29
0	-31.25	-1.10556e-27	8.40903e-28
0	-30.4688	-2.81813e-26	2.37919e-27
0	-29.6875	-4.72797e-25	-2.47232e-25
0	-28.9062	-4.65771e-24	-8.07947e-24
0	-28.125	6.50536e-24	-1.50897e-22
0	-27.3438	1.29672e-21	-1.85881e-21
0	-26.5625	2.9077e-20	-1.21444e-20
0	-25.7812	4.00055e-19	6.88345e-20
0	-25	3.58967e-18	3.25426e-18
0	-24.2188	1.42063e-17	5.16663e-17
0	-23.4375	-1.61054e-16	5.24911e-16
0	-22.6562	-3.96322e-15	3.38628e-15
0	-21.875	-4.54008e-14	6.44532e-15
0	-21.0938	-3.405e-13	-1.5411e-13
0	-20.3125	-1.54621e-12	-2.36131e-12
0	-19.5312	-2.7082e-13	-1.97475e-11
0	-18.75	6.71768e-11	-1.08999e-10
0	-17.9688	6.91722e-10	-3.36223e-10
0	-17.1875	4.25299e-09	4.85212e-10
0	-16.4062	1.71694e-08	1.38738e-08
0	-15.625	3.36907e-08	9.99451e-08
0	-14.8438	-1.114e-07	4.5344e-07
0	-14.0625	-1.38314e-06	1.3248e-06
0	-13.2812	-7.13703e-06	1.43056e-06
0	-12.5	-2.3914e-05	-9.22626e-06
0	-11.7188	-4.97113e-05	-6.72511e-05
0	-10.9375	-1.78116e-05	-0.000252188
0	-10.1562	0.000336711	-0.000622957
0	-9.375	0.00160458	-0.00089593
0	-8.59375	0.00441194	0.000250859
0	-7.8125	0.00799681	0.00574327
0	-7.03125	0.007575	0.0188597
0	-6.25	-0.00711649	0.0382163
0	-5.46875	-0.0469653	0.0503993
0	-4.6875	-0.10947	0.0284915
0	-3.90625	-0.163816	-0.0527307
0	-3.125	-0.155041	-0.186577
0	-2.34375	-0.0402275	-0.314274
0	-1.5625	0.162871	-0.347105
0	-0.78125	0.362855	-0.230554
0	0	0.446622	0
0	0.78125	0.362855	0.230554
