0	0	1	0.5
0.1	0.1	0.995	0.500012
0.2	0.2	0.980025	0.500225
0.3	0.299003	0.955125	0.500833
0.4	0.39601	0.920449	0.502025
0.5	0.490035	0.876246	0.50397
0.6	0.58011	0.822861	0.506814
0.7	0.665296	0.760736	0.510669
0.8	0.744696	0.690402	0.515614
0.9	0.81746	0.612481	0.521687
1	0.882796	0.527672	0.528883
1.1	0.939977	0.436754	0.537155
1.2	0.988352	0.340573	0.546415
1.3	1.02735	0.240035	0.556534
1.4	1.05649	0.1361	0.567349
1.5	1.07538	0.02977	0.578668
1.6	1.08374	-0.0779172	0.590279
1.7	1.08136	-0.185901	0.601954
1.8	1.06818	-0.293108	0.613462
1.9	1.04421	-0.398461	0.624574
2	1.00959	-0.50089	0.635078
2.1	0.964545	-0.599344	0.64478
2.2	0.909434	-0.692802	0.653522
2.3	0.844701	-0.780281	0.661179
2.4	0.770896	-0.86085	0.667672
2.5	0.688666	-0.933635	0.672967
2.6	0.598745	-0.997834	0.677084
2.7	0.501956	-1.05272	0.680088
2.8	0.399194	-1.09765	0.682097
2.9	0.291425	-1.13208	0.683269
3	0.179673	-1.15556	0.683805
3.1	0.0650154	-1.16775	0.683938
3.2	-0.0514349	-1.16842	0.683921
3.3	-0.168534	-1.15743	0.684025
3.4	-0.285119	-1.13479	0.684521
3.5	-0.400024	-1.1006	0.685675
3.6	-0.512085	-1.0551	0.687732
3.7	-0.620155	-0.998615	0.690912
3.8	-0.723117	-0.931606	0.695394
3.9	-0.819893	-0.854637	0.701315
4	-0.909457	-0.768374	0.708755
4.1	-0.990841	-0.673587	0.717743
4.2	-1.06315	-0.571135	0.728246
4.3	-1.12558	-0.461963	0.740174
4.4	-1.17741	-0.347095	0.753382
4.5	-1.218	-0.227619	0.767672
4.6	-1.24686	-0.104681	0.782804
4.7	-1.26356	0.0205285	0.798501
4.8	-1.26782	0.146782	0.81446
4.9	-1.25948	0.27283	0.830369
5	-1.2385	0.397414	0.845909
5.1	-1.20495	0.519277	0.860776
5.2	-1.15905	0.637176	0.874691
5.3	-1.10112	0.749895	0.887409
5.4	-1.03164	0.856258	0.89873
5.5	-0.951173	0.95514	0.908512
5.6	-0.860415	1.04548	0.916673
5.7	-0.760169	1.1263	0.9232
5.8	-0.65134	1.19668	0.928145
5.9	-0.534929	1.25583	0.931631
6	-0.41202	1.30305	0.933844
6.1	-0.283776	1.33773	0.935028
6.2	-0.151421	1.35942	0.935477
6.3	-0.0162362	1.36777	0.935524
6.4	0.120459	1.36255	0.935528
6.5	0.257317	1.34369	0.935861
6.6	0.392973	1.31124	0.936892
6.7	0.526062	1.26539	0.938975
6.8	0.655231	1.20646	0.942432
6.9	0.779153	1.1349	0.947539
7	0.896538	1.05131	0.954518
7.1	1.00615	0.9564	0.963522
7.2	1.10682	0.851003	0.974632
7.3	1.19746	0.736066	0.987848
7.4	1.27705	0.61264	1.00309
7.5	1.3447	0.481871	1.02021
7.6	1.39961	0.344992	1.03897
7.7	1.44111	0.203306	1.05906
7.8	1.46864	0.0581785	1.08015
7.9	1.48181	-0.0889768	1.10183
8	1.48032	-0.236712	1.12369
8.1	1.46405	-0.383561	1.14528
8.2	1.43301	-0.528048	1.16618
8.3	1.38737	-0.668708	1.18599
8.4	1.32744	-0.804102	1.20434
8.5	1.25366	-0.932825	1.22092
8.6	1.16665	-1.05353	1.2355
8.7	1.06713	-1.16493	1.24791
8.8	0.955974	-1.26581	1.25809
8.9	0.834173	-1.35508	1.26605
9	0.702835	-1.43172	1.27191
9.1	0.563177	-1.49485	1.27587
9.2	0.416508	-1.54369	1.27823
9.3	0.264221	-1.57762	1.27936
9.4	0.10778	-1.59616	1.27967
9.5	-0.0512968	-1.59896	1.27965
9.6	-0.211449	-1.58583	1.27979
9.7	-0.371089	-1.55676	1.2806
9.8	-0.52862	-1.51186	1.28259
9.9	-0.68245	-1.45144	1.28621
10	-0.831007	-1.37594	1.29189
10.1	-0.972756	-1.28596	1.29997
